Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T105_001,SE_T111_001,SE_T111_002,SE_T111_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T116_004,SE_T116_005,SE_T116_006,SE_T116_007,SE_T116_008,SE_T116_009,SE_T116_010,SE_T116_011
"Census Tract D0038000","Census Tract D0038000, Delaware County, Pennsylvania","140","420450D0038000","42","00D0038000","420","0450","G4200450D0038","4200450D0038","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,6596,6596,6534,53,9,1697,1636,513,946,858,736,235,2174,1997,1681,1620,509,938,846,728,235,2157,1980,16,16,4,8,12,8,0,17,17,2069,76,100,125,121,109,283,306,283,215,136,260,51,4,2111,2049,1568,481,2078,2049,1568,1555,13,481,477,4,29,20,9
"Census Tract D0039000","Census Tract D0039000, Delaware County, Pennsylvania","140","420450D0039000","42","00D0039000","420","0450","G4200450D0039","4200450D0039","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,7387,7387,7360,18,9,1834,1797,578,1063,947,750,327,2585,2428,1826,1793,578,1059,943,750,315,2569,2412,8,4,0,4,4,0,12,16,16,2287,85,83,65,107,170,248,212,339,239,192,438,89,20,2284,2212,1697,515,2246,2212,1697,1694,3,515,514,1,34,27,7
"Census Tract D0040A00","Census Tract D0040A00, Delaware County, Pennsylvania","140","420450D0040A00","42","00D004000A","420","0450","G4200450D0040A","4200450D0040A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,8795,8795,8758,23,14,2120,2065,948,1483,1361,1181,180,3708,3484,2112,2057,945,1480,1358,1178,180,3708,3484,8,8,3,3,3,3,0,0,0,2360,92,66,52,82,164,323,358,357,248,158,403,53,4,2332,2271,2119,152,2298,2271,2119,2111,8,152,152,0,27,10,17
"Census Tract D0040B00","Census Tract D0040B00, Delaware County, Pennsylvania","140","420450D0040B00","42","00D004000B","420","0450","G4200450D0040B","4200450D0040B","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,8553,8553,8430,115,8,2134,2096,924,1467,1405,1169,147,3480,3267,2111,2073,913,1448,1390,1158,135,3441,3232,23,23,11,19,15,11,12,39,35,2366,71,53,78,73,171,355,431,355,212,174,362,19,12,2391,2333,2145,188,2366,2333,2145,2118,27,188,184,4,33,14,19
"Census Tract D0041A00","Census Tract D0041A00, Delaware County, Pennsylvania","140","420450D0041A00","42","00D004100A","420","0450","G4200450D0041A","4200450D0041A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,7231,7231,7228,3,0,1698,1660,933,1346,1249,1144,64,3343,3046,1698,1660,933,1346,1249,1144,64,3343,3046,0,0,0,0,0,0,0,0,0,1837,57,102,82,115,120,245,325,210,173,108,268,24,8,1858,1824,1500,324,1845,1824,1500,1499,1,324,324,0,21,13,8
"Census Tract D0041B00","Census Tract D0041B00, Delaware County, Pennsylvania","140","420450D0041B00","42","00D004100B","420","0450","G4200450D0041B","4200450D0041B","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,6512,6512,6059,451,2,1621,1579,596,1024,906,763,390,2510,2177,1549,1507,583,985,881,742,334,2332,2082,72,72,13,39,25,21,56,178,95,1984,119,90,91,120,244,340,268,185,112,117,281,17,0,1968,1870,1257,613,1939,1870,1257,1206,51,613,560,53,69,67,2
"Census Tract D0041C00","Census Tract D0041C00, Delaware County, Pennsylvania","140","420450D0041C00","42","00D004100C","420","0450","G4200450D0041C","4200450D0041C","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4647,4647,4641,0,6,1124,1107,578,843,840,735,40,2063,2019,1120,1103,574,839,836,731,40,2059,2015,4,4,4,4,4,4,0,4,4,1188,12,30,19,21,85,183,248,231,124,65,154,16,0,1209,1180,1044,136,1192,1180,1044,1044,0,136,134,2,12,7,5
"Census Tract D0042000","Census Tract D0042000, Delaware County, Pennsylvania","140","420450D0042000","42","00D0042000","420","0450","G4200450D0042","4200450D0042","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,947,947,943,4,0,212,207,55,122,105,83,71,298,254,208,203,55,122,105,83,71,295,254,4,4,0,0,0,0,0,3,0,297,41,13,20,20,24,26,32,20,9,9,71,7,5,286,280,227,53,286,280,227,226,1,53,53,0,6,2,4
"Census Tract D0043000","Census Tract D0043000, Delaware County, Pennsylvania","140","420450D0043000","42","00D0043000","420","0450","G4200450D0043","4200450D0043","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,3006,3006,3006,0,0,717,699,184,435,314,255,128,943,803,717,699,184,435,314,255,128,943,803,0,0,0,0,0,0,0,0,0,938,36,57,62,84,75,112,125,58,79,76,121,50,3,950,909,552,357,936,909,552,552,0,357,357,0,27,22,5
"Census Tract D0044000","Census Tract D0044000, Delaware County, Pennsylvania","140","420450D0044000","42","00D0044000","420","0450","G4200450D0044","4200450D0044","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,1949,1949,1939,1,9,479,465,140,292,234,211,145,583,571,479,465,140,292,234,211,145,583,571,0,0,0,0,0,0,0,0,0,659,50,36,13,35,60,88,74,83,33,50,80,29,28,622,622,447,175,627,622,447,447,0,175,173,2,5,2,3
"Census Tract D0045000","Census Tract D0045000, Delaware County, Pennsylvania","140","420450D0045000","42","00D0045000","420","0450","G4200450D0045","4200450D0045","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,3914,3914,3908,4,2,964,910,237,493,408,322,199,1076,962,964,910,237,493,408,322,195,1076,962,0,0,0,0,0,0,4,0,0,1295,121,62,96,114,140,186,123,119,105,59,120,42,8,1266,1224,983,241,1255,1224,983,983,0,241,240,1,31,20,11
"Census Tract D0046000","Census Tract D0046000, Delaware County, Pennsylvania","140","420450D0046000","42","00D0046000","420","0450","G4200450D0046","4200450D0046","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2535,2535,2535,0,0,648,632,227,379,308,268,83,821,748,648,632,227,379,308,268,83,821,748,0,0,0,0,0,0,0,0,0,816,39,46,12,46,54,121,89,94,99,80,104,28,4,822,793,591,202,805,793,591,591,0,202,202,0,12,8,4
"Census Tract D0047000","Census Tract D0047000, Delaware County, Pennsylvania","140","420450D0047000","42","00D0047000","420","0450","G4200450D0047","4200450D0047","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,4740,4740,4182,551,7,1056,1007,353,616,505,418,819,1594,1379,969,928,310,565,466,383,762,1357,1191,87,79,43,51,39,35,57,237,188,1864,561,138,93,110,202,173,149,125,65,71,152,21,4,1451,1365,802,563,1409,1365,802,743,59,563,484,79,44,31,13
"Census Tract D0048000","Census Tract D0048000, Delaware County, Pennsylvania","140","420450D0048000","42","00D0048000","420","0450","G4200450D0048","4200450D0048","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4204,4204,4169,32,3,949,912,288,530,488,388,208,1377,1146,944,907,283,525,483,383,208,1373,1142,5,5,5,5,5,5,0,4,4,1280,110,79,93,137,127,196,160,81,85,100,88,24,0,1278,1221,790,431,1268,1221,790,789,1,431,421,10,47,37,10
"Census Tract D0049000","Census Tract D0049000, Delaware County, Pennsylvania","140","420450D0049000","42","00D0049000","420","0450","G4200450D0049","4200450D0049","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,5873,5873,5000,871,2,1237,1200,380,596,564,420,1126,2173,1601,1110,1078,311,518,484,358,1049,1742,1300,127,122,69,78,80,62,77,431,301,2400,297,314,277,374,293,285,187,99,67,84,100,16,7,2312,2094,684,1410,2263,2094,684,639,45,1410,1262,148,169,148,21
"Census Tract D0050000","Census Tract D0050000, Delaware County, Pennsylvania","140","420450D0050000","42","00D0050000","420","0450","G4200450D0050","4200450D0050","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,3646,3646,3237,405,4,849,844,251,431,390,310,369,1366,1107,793,788,224,396,361,289,340,1143,939,56,56,27,35,29,21,29,223,168,1293,137,149,103,129,108,179,141,95,57,73,98,24,0,1276,1198,626,572,1267,1198,626,580,46,572,516,56,69,58,11
"Census Tract D0051000","Census Tract D0051000, Delaware County, Pennsylvania","140","420450D0051000","42","00D0051000","420","0450","G4200450D0051","4200450D0051","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,3299,3299,1604,1695,0,1022,992,452,666,565,468,233,1875,1535,688,665,274,421,345,288,180,1150,933,334,327,178,245,220,180,53,725,602,966,94,63,90,98,149,128,103,49,32,44,98,14,4,974,915,624,291,968,915,624,345,279,291,166,125,53,43,10
"Census Tract D0052000","Census Tract D0052000, Delaware County, Pennsylvania","140","420450D0052000","42","00D0052000","420","0450","G4200450D0052","4200450D0052","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,5874,5874,89,5776,9,1922,1894,807,1146,1122,924,701,5495,3283,972,958,407,580,566,467,352,2761,1655,950,936,400,566,556,457,349,2734,1628,1684,304,303,196,205,248,197,98,54,36,13,21,9,0,1635,1575,485,1090,1625,1575,485,35,450,1090,5,1085,50,48,2
"Census Tract D0053000","Census Tract D0053000, Delaware County, Pennsylvania","140","420450D0053000","42","00D0053000","420","0450","G4200450D0053","4200450D0053","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4927,4927,4905,14,8,1049,1000,408,762,622,556,150,2061,1856,1044,995,408,757,617,551,150,2044,1839,5,5,0,5,5,5,0,17,17,1311,135,51,66,85,149,226,168,151,61,74,121,24,0,1280,1246,1058,188,1276,1246,1058,1057,1,188,184,4,30,12,18
"Census Tract D0054000","Census Tract D0054000, Delaware County, Pennsylvania","140","420450D0054000","42","00D0054000","420","0450","G4200450D0054","4200450D0054","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4234,4234,4224,9,1,928,910,394,563,506,410,136,1628,1316,928,910,394,563,506,410,136,1624,1316,0,0,0,0,0,0,0,4,0,1271,119,102,137,122,177,166,155,114,58,49,56,12,4,1296,1255,602,653,1283,1255,602,602,0,653,651,2,28,22,6
"Census Tract D0055000","Census Tract D0055000, Delaware County, Pennsylvania","140","420450D0055000","42","00D0055000","420","0450","G4200450D0055","4200450D0055","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2399,2399,2173,226,0,502,474,188,315,260,214,170,955,753,478,450,167,294,243,200,166,809,668,24,24,21,21,17,14,4,146,85,741,93,49,67,82,65,64,122,64,32,28,56,15,4,754,694,417,277,723,694,417,410,7,277,236,41,29,26,3
"Census Tract D0056000","Census Tract D0056000, Delaware County, Pennsylvania","140","420450D0056000","42","00D0056000","420","0450","G4200450D0056","4200450D0056","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,257,257,12,245,0,106,94,24,48,44,16,34,232,202,55,49,12,24,22,8,17,116,101,51,45,12,24,22,8,17,116,101,61,8,5,0,4,36,4,4,0,0,0,0,0,0,61,61,17,44,63,61,20,4,16,41,1,40,2,2,0
"Census Tract D0057000","Census Tract D0057000, Delaware County, Pennsylvania","140","420450D0057000","42","00D0057000","420","0450","G4200450D0057","4200450D0057","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,4639,4639,850,3784,5,1373,1248,312,565,546,336,1043,2879,1309,771,699,175,329,293,188,561,1544,739,602,549,137,236,253,148,482,1335,570,1623,353,179,182,172,191,214,132,54,39,31,63,13,0,1548,1428,577,851,1512,1428,577,188,389,851,70,781,84,73,11
"Census Tract D0058A00","Census Tract D0058A00, Delaware County, Pennsylvania","140","420450D0058A00","42","00D005800A","420","0450","G4200450D0058A","4200450D0058A","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,3416,3416,578,2838,0,1139,1112,312,497,563,371,646,2294,1199,643,621,169,276,305,201,334,1217,660,496,491,143,221,258,170,312,1077,539,1127,194,139,103,133,139,169,91,31,53,26,36,13,0,1066,983,343,640,1029,983,343,71,272,640,98,542,46,43,3
"Census Tract D0058B00","Census Tract D0058B00, Delaware County, Pennsylvania","140","420450D0058B00","42","00D005800B","420","0450","G4200450D0058B","4200450D0058B","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,5586,5586,1364,4212,10,1568,1484,511,782,847,632,954,4224,2284,925,871,273,449,471,358,561,2290,1281,643,613,238,333,376,274,393,1934,1003,1722,365,271,227,223,194,155,104,63,29,20,64,7,0,1654,1537,422,1115,1616,1537,422,177,245,1115,269,846,79,67,12
"Census Tract D0059000","Census Tract D0059000, Delaware County, Pennsylvania","140","420450D0059000","42","00D0059000","420","0450","G4200450D0059","4200450D0059","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,139,139,0,139,0,8,8,0,8,8,8,44,178,48,4,4,0,4,4,4,22,89,24,4,4,0,4,4,4,22,89,24,38,8,8,8,6,0,4,4,0,0,0,0,0,0,35,32,12,20,33,32,12,0,12,20,0,20,1,1,0
"Census Tract D0060000","Census Tract D0060000, Delaware County, Pennsylvania","140","420450D0060000","42","00D0060000","420","0450","G4200450D0060","4200450D0060","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,1875,1885,1482,398,5,465,460,101,236,206,153,408,662,430,393,388,91,194,172,128,358,511,335,72,72,10,42,34,25,50,151,95,844,145,103,107,90,103,174,55,13,18,18,18,0,0,879,714,172,542,800,714,172,149,23,542,448,94,86,83,3
"Census Tract D0061000","Census Tract D0061000, Delaware County, Pennsylvania","140","420450D0061000","42","00D0061000","420","0450","G4200450D0061","4200450D0061","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2426,2426,2426,0,0,637,603,199,344,313,269,82,779,716,637,603,199,344,313,269,82,779,716,0,0,0,0,0,0,0,0,0,757,24,46,21,42,68,83,91,84,114,48,124,12,0,744,738,650,88,740,738,650,650,0,88,88,0,2,0,2
"Census Tract D0062000","Census Tract D0062000, Delaware County, Pennsylvania","140","420450D0062000","42","00D0062000","420","0450","G4200450D0062","4200450D0062","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,5280,5280,5276,0,4,1288,1255,523,930,846,771,92,2112,2033,1288,1255,523,930,846,771,92,2112,2033,0,0,0,0,0,0,0,0,0,1418,48,29,40,44,91,179,253,265,154,124,163,20,8,1422,1394,1326,68,1407,1394,1326,1325,1,68,68,0,13,2,11
"Census Tract D0063000","Census Tract D0063000, Delaware County, Pennsylvania","140","420450D0063000","42","00D0063000","420","0450","G4200450D0063","4200450D0063","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4343,4343,4277,60,6,1001,988,393,665,561,508,217,1788,1516,985,972,385,657,553,500,184,1772,1508,16,16,8,8,8,8,33,16,8,1260,104,62,118,108,203,154,130,109,99,67,92,14,0,1221,1169,694,475,1211,1169,694,693,1,475,461,14,42,34,8
"Census Tract D0064000","Census Tract D0064000, Delaware County, Pennsylvania","140","420450D0064000","42","00D0064000","420","0450","G4200450D0064","4200450D0064","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,3602,3602,1183,2416,3,1127,1097,457,746,677,572,240,2789,2112,706,681,279,467,411,352,140,1624,1260,421,416,178,279,266,220,100,1165,852,982,134,91,111,159,156,121,68,49,30,24,29,10,0,1007,940,422,518,975,940,422,291,131,518,58,460,35,30,5
"Census Tract D0065000","Census Tract D0065000, Delaware County, Pennsylvania","140","420450D0065000","42","00D0065000","420","0450","G4200450D0065","4200450D0065","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2358,2358,2254,103,1,547,529,189,323,296,241,133,895,790,531,516,179,310,286,231,116,840,738,16,13,10,13,10,10,17,55,52,717,41,35,52,57,72,83,136,95,54,24,52,16,0,748,679,543,136,731,679,543,534,9,136,129,7,52,13,39
"Census Tract D0066000","Census Tract D0066000, Delaware County, Pennsylvania","140","420450D0066000","42","00D0066000","420","0450","G4200450D0066","4200450D0066","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,3175,3186,3111,74,1,694,660,175,329,256,214,275,1040,751,685,651,175,325,252,210,275,1006,746,9,9,0,4,4,4,0,34,5,1092,125,109,60,103,160,173,106,95,54,41,49,17,0,1028,986,569,417,1020,986,569,567,2,417,403,14,34,30,4
"Census Tract D0067000","Census Tract D0067000, Delaware County, Pennsylvania","140","420450D0067000","42","00D0067000","420","0450","G4200450D0067","4200450D0067","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4460,4460,4299,158,3,1032,1014,419,710,671,583,200,1876,1722,1007,989,411,693,665,577,188,1811,1673,25,25,8,17,6,6,12,65,49,1287,87,69,35,82,159,255,175,151,94,79,89,12,0,1285,1232,993,239,1271,1232,993,969,24,239,218,21,39,24,15
"Census Tract D0068A00","Census Tract D0068A00, Delaware County, Pennsylvania","140","420450D0068A00","42","00D006800A","420","0450","G4200450D0068A","4200450D0068A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4263,4263,4260,1,2,1057,1031,423,748,681,595,50,1737,1611,1057,1031,423,748,681,595,50,1737,1611,0,0,0,0,0,0,0,0,0,1131,25,28,31,51,80,148,224,159,151,74,123,32,5,1142,1108,1016,92,1124,1108,1020,1019,1,88,88,0,16,7,9
"Census Tract D0068B00","Census Tract D0068B00, Delaware County, Pennsylvania","140","420450D0068B00","42","00D006800B","420","0450","G4200450D0068B","4200450D0068B","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,5419,5419,4511,901,7,1447,1385,443,875,710,616,230,2525,2217,1271,1221,396,785,669,587,168,2139,1939,176,164,47,90,41,29,62,386,278,1487,110,65,91,86,177,178,234,211,104,52,159,20,0,1496,1445,1181,264,1475,1445,1181,1033,148,264,194,70,30,19,11
"Census Tract D0069A00","Census Tract D0069A00, Delaware County, Pennsylvania","140","420450D0069A00","42","00D006900A","420","0450","G4200450D0069A","4200450D0069A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,3356,3356,3340,10,6,761,742,268,471,429,368,295,1188,1069,761,742,268,471,429,368,295,1188,1069,0,0,0,0,0,0,0,0,0,1130,205,37,44,72,104,161,115,76,110,56,147,0,3,991,944,787,157,959,944,787,787,0,157,155,2,15,10,5
"Census Tract D0069B00","Census Tract D0069B00, Delaware County, Pennsylvania","140","420450D0069B00","42","00D006900B","420","0450","G4200450D0069B","4200450D0069B","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,7239,7239,7230,0,9,1700,1668,877,1360,1250,1144,99,3296,3055,1697,1665,877,1357,1247,1141,99,3288,3047,3,3,0,3,3,3,0,8,8,1834,63,27,38,54,94,281,398,280,160,143,227,62,7,1867,1803,1700,103,1849,1803,1700,1699,1,103,103,0,46,6,40
"Census Tract D0070000","Census Tract D0070000, Delaware County, Pennsylvania","140","420450D0070000","42","00D0070000","420","0450","G4200450D0070","4200450D0070","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,534,534,519,15,0,104,96,35,74,53,43,49,181,162,104,96,35,74,53,43,43,181,162,0,0,0,0,0,0,6,0,0,150,8,24,6,16,10,3,6,5,11,11,25,13,12,205,126,92,34,126,126,86,84,2,40,38,2,0,0,0
"Census Tract D0071A00","Census Tract D0071A00, Delaware County, Pennsylvania","140","420450D0071A00","42","00D007100A","420","0450","G4200450D0071A","4200450D0071A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,1669,1669,1642,21,6,413,397,130,270,218,191,50,598,583,413,397,130,270,218,191,50,598,583,0,0,0,0,0,0,0,0,0,454,21,23,9,9,4,29,27,45,44,40,142,49,12,474,438,376,62,463,438,376,372,4,62,60,2,25,13,12
"Census Tract D0071B00","Census Tract D0071B00, Delaware County, Pennsylvania","140","420450D0071B00","42","00D007100B","420","0450","G4200450D0071B","4200450D0071B","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,3474,3474,3469,5,0,838,825,314,577,509,438,57,1346,1297,838,825,314,577,509,438,57,1346,1297,0,0,0,0,0,0,0,0,0,916,31,16,22,16,29,66,119,106,92,102,231,72,14,945,912,879,33,921,912,871,871,0,41,40,1,9,1,8
"Census Tract D0072A00","Census Tract D0072A00, Delaware County, Pennsylvania","140","420450D0072A00","42","00D007200A","420","0450","G4200450D0072A","4200450D0072A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2025,2025,1885,140,0,360,344,133,220,167,156,144,510,484,345,335,127,214,161,150,132,492,471,15,9,6,6,6,6,12,18,13,491,44,36,36,31,27,47,59,30,61,29,66,25,0,452,431,340,91,442,431,340,333,7,91,82,9,11,3,8
"Census Tract D0072B00","Census Tract D0072B00, Delaware County, Pennsylvania","140","420450D0072B00","42","00D007200B","420","0450","G4200450D0072B","4200450D0072B","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4088,4088,3993,86,9,718,698,352,546,496,463,147,1572,1147,698,678,346,533,490,457,147,1521,1126,20,20,6,13,6,6,0,51,21,862,15,62,77,31,43,83,111,61,87,64,169,50,9,752,739,601,138,743,739,601,589,12,138,136,2,4,4,0
"Census Tract D0073000","Census Tract D0073000, Delaware County, Pennsylvania","140","420450D0073000","42","00D0073000","420","0450","G4200450D0073","4200450D0073","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,626,626,617,7,2,173,168,46,106,66,61,28,223,218,173,168,46,106,66,61,25,223,218,0,0,0,0,0,0,3,0,0,197,4,3,4,7,8,0,23,4,18,24,36,31,35,194,186,161,25,191,186,153,153,0,33,31,2,5,1,4
"Census Tract D0074A00","Census Tract D0074A00, Delaware County, Pennsylvania","140","420450D0074A00","42","00D007400A","420","0450","G4200450D0074A","4200450D0074A","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2250,2250,2231,5,14,578,570,176,334,240,220,106,815,763,578,570,176,334,240,220,98,815,763,0,0,0,0,0,0,8,0,0,687,34,4,9,24,20,5,28,59,37,32,232,118,85,664,633,604,29,642,633,599,598,1,34,33,1,9,1,8
"Census Tract D0074B00","Census Tract D0074B00, Delaware County, Pennsylvania","140","420450D0074B00","42","00D007400B","420","0450","G4200450D0074B","4200450D0074B","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,1274,1274,661,612,1,334,310,67,161,108,79,130,645,453,230,215,47,113,73,54,101,429,327,104,95,20,48,35,25,29,216,126,390,53,45,49,31,30,36,19,16,8,14,59,19,11,377,360,307,53,367,360,307,184,123,53,22,31,7,2,5
"Census Tract D0074C00","Census Tract D0074C00, Delaware County, Pennsylvania","140","420450D0074C00","42","00D007400C","420","0450","G4200450D0074C","4200450D0074C","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,4154,4154,4143,6,5,1010,1005,334,642,520,457,131,1606,1428,1010,1005,334,642,520,457,119,1601,1428,0,0,0,0,0,0,12,5,0,1191,52,49,35,71,110,112,136,136,111,75,163,98,43,1246,1139,930,209,1156,1139,930,930,0,209,207,2,17,3,14
"Census Tract D0074D00","Census Tract D0074D00, Delaware County, Pennsylvania","140","420450D0074D00","42","00D007400D","420","0450","G4200450D0074D","4200450D0074D","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,2702,2702,2690,7,5,704,697,144,406,281,239,32,960,888,704,697,144,406,281,239,28,960,888,0,0,0,0,0,0,4,0,0,761,12,8,20,8,24,38,50,27,38,29,279,160,68,769,757,741,16,757,757,730,729,1,27,25,2,0,0,0
"Census Tract D0075000","Census Tract D0075000, Delaware County, Pennsylvania","140","420450D0075000","42","00D0075000","420","0450","G4200450D0075","4200450D0075","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,5803,5803,4875,909,19,1535,1519,427,806,744,576,481,2022,1629,1386,1374,378,718,669,512,437,1648,1387,149,145,49,88,75,64,44,374,242,2043,155,136,156,189,198,282,222,172,148,102,224,47,12,2013,1954,1091,863,1999,1954,1091,943,148,863,769,94,45,32,13
"Census Tract D0076000","Census Tract D0076000, Delaware County, Pennsylvania","140","420450D0076000","42","00D0076000","420","0450","G4200450D0076","4200450D0076","1960","23","023",1,0,0,0,0,1,0,0,0,0,1,5753,5753,5561,142,50,1223,1205,287,718,492,424,1219,1803,1617,1186,1168,283,693,475,407,1187,1754,1572,37,37,4,25,17,17,32,49,45,2500,783,177,94,70,114,69,120,70,102,100,392,234,175,1627,1581,1140,441,1603,1581,1140,1114,26,441,415,26,22,13,9
"Census Tract D0077000","Census Tract D0077000, Delaware County, Pennsylvania","140","420450D0077000","42","00D0077000","420","0450","G4200450D0077","4200450D0077","1960","23","023",1,0,0,0,0,0,0,0,0,0,0,2207,2207,1435,754,18,683,645,196,357,353,277,135,1067,873,521,496,164,284,282,222,84,796,677,162,149,32,73,71,55,51,271,196,652,44,39,32,86,54,38,72,63,85,15,79,40,5,627,606,463,143,620,606,463,330,133,143,80,63,14,9,5
